AC_NO,AC_NAME,PHASE,CAND_SL_NO,CAND_NAME,CAND_SEX,CAND_AGE,CAND_CATEGORY,PARTYABBRE,PARTYNAME,SYMBOL_DES
64,Karwan,1,4,T.ROOP SINGH,M,52,GEN,INC,Indian National Congress,Hand
64,Karwan,1,5,M.SRINIVAS REDDY,M,41,GEN,CPM,Communist Party of India (Marxist),"Hammer, Sickle and Star"
64,Karwan,1,6,KUMMARI SATHYANARAYANA MADIGA,M,41,SC,TPPP,Trilinga Praja Pragati Party,Scissors
64,Karwan,1,7,MOHD. MUQTADA KHAN,M,52,GEN,AIMIM,All India Majlis-E-Ittehadul Muslimeen,Kite
64,Karwan,1,8,R.MANIK PRABHU,M,55,GEN,LSP,Lok Satta Party,Whistle
64,Karwan,1,9,B.VENKATA KRISHNA,M,37,GEN,PRP,Praja Rajyam Party,Railway Engine
64,Karwan,1,10,AZEEM MOHD,M,39,GEN,IND,Independent,Candles
64,Karwan,1,11,ARSHAD KHAN,M,44,GEN,IND,Independent,Bat
64,Karwan,1,12,MOHD MAJEED ULLAH QUADRI,M,51,GEN,IND,Independent,Ring
64,Karwan,1,13,MIR MOIZUDDIN ALI KHAN,M,56,GEN,IND,Independent,Battery Torch
65,Goshamahal,1,1,DEVILALJI BHUTADA,M,46,GEN,BSP,Bahujan Samaj Party,Elephant
65,Goshamahal,1,2,PREM SINGH RATHORE,M,59,GEN,BJP,Bharatiya Janata Party,Lotus
65,Goshamahal,1,3,G S BUGGA RAO,M,47,GEN,TDP,Telugu Desam,Bicycle
65,Goshamahal,1,4,M MUKESH GOUD,M,50,GEN,INC,Indian National Congress,Hand
65,Goshamahal,1,5,U BAALA SAILOO,M,33,SC,TPPP,Trilinga Praja Pragati Party,Scissors
65,Goshamahal,1,6,G MADHAVI DEEPAK,F,38,GEN,PRP,Praja Rajyam Party,Railway Engine
65,Goshamahal,1,7,HEMANTH KUMAR JAISWAL,M,42,GEN,LSP,Lok Satta Party,Whistle
65,Goshamahal,1,8,B YELLESH,M,29,SC,IND,Independent,Coconut
65,Goshamahal,1,9,NARESHSINGH,M,35,GEN,IND,Independent,Bat
65,Goshamahal,1,10,B NARENDRA,M,60,GEN,IND,Independent,Banana
65,Goshamahal,1,11,MOHD. NAWAB,M,49,GEN,IND,Independent,Ring
65,Goshamahal,1,12,M. B. RAGHUNATH,M,36,SC,IND,Independent,Ice Cream
65,Goshamahal,1,13,CHILLAMPALLY RAJSHEKAR,M,36,GEN,IND,Independent,Coat
65,Goshamahal,1,14,B RAMCHANDER,M,41,GEN,IND,Independent,Letter Box
65,Goshamahal,1,15,RISHI RAM,M,46,GEN,IND,Independent,Sewing Machine
65,Goshamahal,1,16,P RENUKA,F,45,GEN,IND,Independent,Spoon
65,Goshamahal,1,17,SHAIK IBRAHIM,M,65,GEN,IND,Independent,Almirah
65,Goshamahal,1,18,SYED AZIZ,M,38,GEN,IND,Independent,Hat
66,Charminar,1,1,ALI BIN IBRAHIM MASQATI,M,41,GEN,TDP,Telugu Desam,Bicycle
66,Charminar,1,2,B. BUCHI DAS,M,44,GEN,INC,Indian National Congress,Hand
66,Charminar,1,3,SHOBHA RANI,F,59,GEN,BJP,Bharatiya Janata Party,Lotus
66,Charminar,1,4,P. GOPAL,M,32,GEN,TPPP,Trilinga Praja Pragati Party,Scissors
66,Charminar,1,5,MIR YOUSUF ALI,M,48,GEN,PRP,Praja Rajyam Party,Railway Engine
66,Charminar,1,6,S. SATYAVATHI,F,42,GEN,PPOI,Pyramid Party of India,Television
66,Charminar,1,7,SYED AHMED PASHA QUADRI,M,50,GEN,AIMIM,All India Majlis-E-Ittehadul Muslimeen,Kite
66,Charminar,1,8,A.GANPATH RAO,M,53,GEN,IND,Independent,Slate
66,Charminar,1,9,MOHD. QADEER ALI,M,31,GEN,IND,Independent,Bat
66,Charminar,1,10,MOHD. HASHMATH ALI,M,32,GEN,IND,Independent,Table Lamp
66,Charminar,1,11,SUBHASH CHANDRA PANDEY,M,47,GEN,IND,Independent,Coconut
67,Chandrayangutta,1,1,K. JAGJEEVAN REDDY,M,46,GEN,BJP,Bharatiya Janata Party,Lotus
67,Chandrayangutta,1,2,G. RAVINDER,M,34,GEN,BSP,Bahujan Samaj Party,Elephant
67,Chandrayangutta,1,3,B.VENKATESH,M,41,GEN,INC,Indian National Congress,Hand
67,Chandrayangutta,1,4,SYED KHAJA FAKRUDDIN,M,35,GEN,TRS,Telangana Rashtra Samithi,Car
67,Chandrayangutta,1,5,AKBARUDDIN OWAISI,M,36,GEN,AIMIM,All India Majlis-E-Ittehadul Muslimeen,Kite
67,Chandrayangutta,1,6,DR.KHAYAM KHAN,M,47,GEN,MBT,Majlis Bachao Tahreek,Television
67,Chandrayangutta,1,7,B.NARESH,M,41,SC,TPPP,Trilinga Praja Pragati Party,Scissors
67,Chandrayangutta,1,8,MOHAMMED HAJI,M,40,GEN,JD(S),Janata Dal (Secular),A lady farmer carrying paddy on her head
67,Chandrayangutta,1,9,M.RAJU YADAV,M,29,GEN,PRP,Praja Rajyam Party,Railway Engine
67,Chandrayangutta,1,10,K.SRINIVAS,M,36,GEN,SHS,Shivsena,Bow & Arrow
67,Chandrayangutta,1,11,MD. KALEEM SIDDIQI,M,30,GEN,IND,Independent,Brief Case
67,Chandrayangutta,1,12,KONGARA JANGAIAH,M,72,SC,IND,Independent,Coconut
67,Chandrayangutta,1,13,JANGAM VIDYAWANTH REDDY,M,39,GEN,IND,Independent,Slate
67,Chandrayangutta,1,14,MOHAMMED DASTAGIR,M,38,GEN,IND,Independent,Bat
67,Chandrayangutta,1,15,V.SHIVDU,M,25,ST,IND,Independent,Cot
67,Chandrayangutta,1,16,V.SHEKHER NAIK,M,26,ST,IND,Independent,Almirah
68,Yakutpura,1,1,G.RATHNAMAIAH,M,59,GEN,INC,Indian National Congress,Hand
68,Yakutpura,1,2,M. RAM CHANDRAM,M,44,SC,BSP,Bahujan Samaj Party,Elephant
68,Yakutpura,1,3,P. SURENDAR,M,47,GEN,BJP,Bharatiya Janata Party,Lotus
68,Yakutpura,1,4,DARBAR CHANDRA SEKHAR NEELISETTY,M,38,GEN,PPOI,Pyramid Party of India,Battery Torch
68,Yakutpura,1,5,MUMTAZ AHMED KHAN,M,59,GEN,AIMIM,All India Majlis-E-Ittehadul Muslimeen,Kite
68,Yakutpura,1,6,S. RAJ KUMAR,M,38,GEN,PRP,Praja Rajyam Party,Railway Engine
68,Yakutpura,1,7,N. VEERENDER BABU,M,35,GEN,LSP,Lok Satta Party,Whistle
68,Yakutpura,1,8,HAMZA BIN OMER AL JABRI BIN ATEEF,M,51,GEN,MBT,Majlis Bachao Tahreek,Television
68,Yakutpura,1,9,ARVIND KUMAR,M,31,GEN,IND,Independent,Banana
68,Yakutpura,1,10,M.M. JAHANGIR ALI,M,68,GEN,IND,Independent,Nagara
68,Yakutpura,1,11,P. RADHA KRISHNA,M,36,GEN,IND,Independent,Road Roller
68,Yakutpura,1,12,M.A. RAQEEB,M,25,GEN,IND,Independent,Gas Cylinder
68,Yakutpura,1,13,HABEEB OSMAN BIN JEELANI,M,41,GEN,IND,Independent,Hat
69,Bahadurpura,1,1,MOHD SIRAJUDDIN,M,37,GEN,BJP,Bharatiya Janata Party,Lotus
69,Bahadurpura,1,2,MIR AHMED ALI,M,28,GEN,CPI,Communist Party of India,Ears of Corn And Sickle
69,Bahadurpura,1,3,VAILLA VAMSHIDAR,M,38,GEN,BSP,Bahujan Samaj Party,Elephant
69,Bahadurpura,1,4,SYED RAZA HUSSAIN AZAD,M,59,GEN,INC,Indian National Congress,Hand
69,Bahadurpura,1,5,MOHD GHOUSE QUADRI,M,41,GEN,SP,Samajwadi Party,Television
69,Bahadurpura,1,6,MOHD. MOAZAM KHAN,M,39,GEN,AIMIM,All India Majlis-E-Ittehadul Muslimeen,Kite
69,Bahadurpura,1,7,SYED YONUS DEASHMUK,M,49,GEN,PRP,Praja Rajyam Party,Railway Engine
69,Bahadurpura,1,8,AZIZUNNISA BEGUM,F,45,GEN,IND,Independent,Gas Cylinder
69,Bahadurpura,1,9,MOHD HABEEB KHAN,M,33,GEN,IND,Independent,Batsman
69,Bahadurpura,1,10,RAFIA KHANAM,F,39,GEN,IND,Independent,Scissors
69,Bahadurpura,1,11,ROBERT IRUDAYA RAJ,M,40,GEN,IND,Independent,Candles
70,Secunderabad,1,1,JAYASUDHA KAPOOR,F,51,GEN,INC,Indian National Congress,Hand
70,Secunderabad,1,2,TALASANI SRINIVAS YADAV,M,43,GEN,TDP,Telugu Desam,Bicycle
70,Secunderabad,1,3,S. YELLANNA,M,58,SC,BSP,Bahujan Samaj Party,Elephant
70,Secunderabad,1,4,SHANIGARAPU RAMESH CHAKRA,M,27,GEN,BJP,Bharatiya Janata Party,Lotus
70,Secunderabad,1,5,AKULA MAHARANI,F,51,GEN,LSP,Lok Satta Party,Whistle
70,Secunderabad,1,6,CHIKKA DEVADAS,M,41,GEN,KKJHS,Kranti Kari Jai Hind Sena,Diesel Pump
70,Secunderabad,1,7,BOMMA KANTI PADMA,F,41,GEN,PPOI,Pyramid Party of India,Television
70,Secunderabad,1,8,MEKALA SARANGA PANI,M,43,GEN,PRP,Praja Rajyam Party,Railway Engine
70,Secunderabad,1,9,K. RAJA YELLAIAH MADIGA,M,38,SC,TPPP,Trilinga Praja Pragati Party,Scissors
70,Secunderabad,1,10,RAMA KRISHNA REDDY GUJJULA,M,42,GEN,SAP,Samata Party,Dolli
70,Secunderabad,1,11,KARRA KASHI VISHWANATHAM,M,57,GEN,IND,Independent,Road Roller
70,Secunderabad,1,12,K. KRISHNAVENI,F,31,SC,IND,Independent,Nagara
70,Secunderabad,1,13,GUNTI SUSHANTH KUMAR,M,25,SC,IND,Independent,Coconut
70,Secunderabad,1,14,JAGADESHWAR M,M,29,GEN,IND,Independent,Almirah
70,Secunderabad,1,15,TUPRAN VIJAYA KUMAR,M,59,GEN,IND,Independent,Camera
70,Secunderabad,1,16,NEELAM SRINIVAS MUDIRAJ,M,44,GEN,IND,Independent,Banana
70,Secunderabad,1,17,MD RIYAZUDDIN,M,56,GEN,IND,Independent,Gas Cylinder
70,Secunderabad,1,18,A SATHI REDDY,M,46,GEN,IND,Independent,Kite
71,Secunderabad CANTONMENT,1,1,RAVULA ANJAIAH,M,52,SC,BSP,Bahujan Samaj Party,Elephant
71,Secunderabad CANTONMENT,1,2,K RAMULU,M,52,SC,BJP,Bharatiya Janata Party,Lotus
71,Secunderabad CANTONMENT,1,3,DR. P SHANKER RAO,M,61,SC,INC,Indian National Congress,Hand
71,Secunderabad CANTONMENT,1,4,G SAYANNA,M,58,SC,TDP,Telugu Desam,Bicycle
71,Secunderabad CANTONMENT,1,5,M J RAMU,M,38,SC,SP,Samajwadi Party,Kite
71,Secunderabad CANTONMENT,1,6,NARRA RAVI KUMAR,M,45,SC,PRP,Praja Rajyam Party,Railway Engine
71,Secunderabad CANTONMENT,1,7,V R VIJAYA RAMA RAJU,M,41,SC,LSP,Lok Satta Party,Whistle
71,Secunderabad CANTONMENT,1,8,RAGATI SATHYAM MAADIGA,M,51,SC,TPPP,Trilinga Praja Pragati Party,Scissors
71,Secunderabad CANTONMENT,1,9,D B DEVENDER,M,51,SC,IND,Independent,Gas Stove
72,Kodangal,1,1,ANANTH RAMCHANDER SIVAKURI,M,26,GEN,BJP,Bharatiya Janata Party,Lotus
72,Kodangal,1,2,ANUMULA REVANTH REDDY,M,40,GEN,TDP,Telugu Desam,Bicycle
72,Kodangal,1,3,GURUNATH REDDY,M,65,GEN,INC,Indian National Congress,Hand
72,Kodangal,1,4,A.BALRAJ,M,43,GEN,PPOI,Pyramid Party of India,Television
72,Kodangal,1,5,JAYA PRAKASH NARAYAN.S,M,30,ST,LSP,Lok Satta Party,Whistle
72,Kodangal,1,6,N.RAMCHANDER ALIAS ANIL NAIK,M,26,ST,IND,Independent,Road Roller
72,Kodangal,1,7,RAIKANTI RAMDAS MADIGA,M,40,SC,IND,Independent,Gas Cylinder
72,Kodangal,1,8,K.V.SRINIVAS REDDY,M,43,GEN,IND,Independent,Frock
72,Kodangal,1,9,SAVITHRI,F,34,GEN,IND,Independent,Ceiling Fan
73,Narayanpet,1,1,YELKOTI YELLA REDDY,M,67,GEN,TDP,Telugu Desam,Bicycle
73,Narayanpet,1,2,NAGURAO NAMAJI,M,54,GEN,BJP,Bharatiya Janata Party,Lotus
73,Narayanpet,1,3,SUGAPPA,M,45,GEN,INC,Indian National Congress,Hand
73,Narayanpet,1,4,SHASANI RANGA REDDY,M,33,GEN,PPOI,Pyramid Party of India,Television
73,Narayanpet,1,5,DR.K.SAI BABU,M,44,GEN,PRP,Praja Rajyam Party,Railway Engine
73,Narayanpet,1,6,J.SRINIVASULU,M,32,GEN,TPPP,Trilinga Praja Pragati Party,Almirah
73,Narayanpet,1,7,K.RAMULU,M,35,GEN,IND,Independent,Gas Cylinder
73,Narayanpet,1,8,B.RAMU,M,40,GEN,IND,Independent,Scissors
73,Narayanpet,1,9,A.SRINIVAS REDDY,M,25,GEN,IND,Independent,Ceiling Fan
74,Mahbubnagar,1,1,G.PADMAJA REDDY,F,50,GEN,BJP,Bharatiya Janata Party,Lotus
74,Mahbubnagar,1,2,PULI VEERANNA,M,63,GEN,INC,Indian National Congress,Hand
74,Mahbubnagar,1,3,RAVULA BALAKISTAIAH,M,37,SC,BSP,Bahujan Samaj Party,Elephant
74,Mahbubnagar,1,4,SYED IBRAHIM,M,39,GEN,TRS,Telangana Rashtra Samithi,Car
74,Mahbubnagar,1,5,AMRUTH PRASAD GOUD,M,43,GEN,PRP,Praja Rajyam Party,Railway Engine
74,Mahbubnagar,1,6,BEKKARI RAM REDDY,M,50,GEN,LSP,Lok Satta Party,Whistle
74,Mahbubnagar,1,7,YELISETTY DASARATHA GUPTA,M,59,GEN,PPOI,Pyramid Party of India,Television
74,Mahbubnagar,1,8,EESHWARANNA TELUGU,M,51,GEN,IND,Independent,Coconut
74,Mahbubnagar,1,9,BEKKARI SREENIVAS REDDY,M,48,GEN,IND,Independent,Banana
74,Mahbubnagar,1,10,BOYAPALLY NARSIMULU MADIGA,M,44,SC,IND,Independent,Kite
74,Mahbubnagar,1,11,MOHAMMED SHAREEF,M,48,GEN,IND,Independent,Nagara
74,Mahbubnagar,1,12,MOHAMMED IFTEKHARUDDIN,M,43,GEN,IND,Independent,Gas Cylinder
74,Mahbubnagar,1,13,S.RATHANGA PANDU REDDY,M,39,GEN,IND,Independent,Ceiling Fan
74,Mahbubnagar,1,14,A.RAMESH KUMAR,M,42,GEN,IND,Independent,Cup & Saucer
74,Mahbubnagar,1,15,N.RAJESHWAR REDDY,M,51,GEN,IND,Independent,Gas Stove
75,Jadcherla,1,1,ANAND,M,39,SC,BSP,Bahujan Samaj Party,Elephant
75,Jadcherla,1,2,GOLLAMARI SHOURY,M,51,GEN,BJP,Bharatiya Janata Party,Lotus
75,Jadcherla,1,3,M.CHANDRA SHEKAR,M,42,GEN,TDP,Telugu Desam,Bicycle
75,Jadcherla,1,4,DR.MALLU RAVI,M,58,SC,INC,Indian National Congress,Hand
75,Jadcherla,1,5,PASULA GANGADHAR REDDY,M,26,GEN,PPOI,Pyramid Party of India,Television
75,Jadcherla,1,6,G.YADAIAH,M,45,SC,TPPP,Trilinga Praja Pragati Party,Almirah
75,Jadcherla,1,7,DR.V.RAM REDDY,M,61,GEN,PRP,Praja Rajyam Party,Railway Engine
75,Jadcherla,1,8,SRINU,M,40,GEN,LSP,Lok Satta Party,Whistle
75,Jadcherla,1,9,GANGAPURAM CHINNA YELLAIAH,M,59,SC,IND,Independent,Gas Cylinder
75,Jadcherla,1,10,K.PRAKASH,M,46,GEN,IND,Independent,Kettle
75,Jadcherla,1,11,SREEVIDYA,F,44,GEN,IND,Independent,Kite
76,Devarkadra,1,1,KOMMU BHARATH BUSHAN,M,43,SC,BJP,Bharatiya Janata Party,Lotus
76,Devarkadra,1,2,KHAJA MOHINUDDIN,M,31,GEN,BSP,Bahujan Samaj Party,Elephant
76,Devarkadra,1,3,SEETHA DAYAKAR REDDY,F,46,GEN,TDP,Telugu Desam,Bicycle
76,Devarkadra,1,4,S.SWARNA SUDHAKAR,F,57,GEN,INC,Indian National Congress,Hand
76,Devarkadra,1,5,K.KRISHNA KUMAR REDDY,M,61,GEN,LSP,Lok Satta Party,Whistle
76,Devarkadra,1,6,GADDAMEEDI DHANUNJAYA,M,33,GEN,PPOI,Pyramid Party of India,Television
76,Devarkadra,1,7,K.S.RAVI KUMAR,M,44,GEN,PRP,Praja Rajyam Party,Railway Engine
76,Devarkadra,1,8,AKULA VEERANNA,M,54,GEN,IND,Independent,Coconut
76,Devarkadra,1,9,J.T.GOUD,M,60,GEN,IND,Independent,Gas Stove
76,Devarkadra,1,10,D.JANARDHAN,M,40,GEN,IND,Independent,Bat
76,Devarkadra,1,11,MALA PEDDA KURUMAIAH,M,34,SC,IND,Independent,Candles
76,Devarkadra,1,12,RAMESH,M,30,ST,IND,Independent,Gas Cylinder
76,Devarkadra,1,13,G.RAVINDER REDDY,M,33,GEN,IND,Independent,Hat
76,Devarkadra,1,14,RAVULA RAVINDRANATH REDDY,M,64,GEN,IND,Independent,Ceiling Fan
77,Makthal,1,1,GARIDI NINGI REDDY,M,59,GEN,BJP,Bharatiya Janata Party,Lotus
77,Makthal,1,2,CHITTEM RAM MOHAN REDDY,M,46,GEN,INC,Indian National Congress,Hand
77,Makthal,1,3,K.DAYAKAR REDDY,M,49,GEN,TDP,Telugu Desam,Bicycle
77,Makthal,1,4,M.SREEDHAR GOUD,M,44,GEN,TRS,Telangana Rashtra Samithi,Car
77,Makthal,1,5,K. RAJA MALLESH,M,33,GEN,LSP,Lok Satta Party,Whistle
77,Makthal,1,6,VENKATESHWARA REDDY,M,40,GEN,PPOI,Pyramid Party of India,Television
77,Makthal,1,7,AMARCHINTA PRABHAKAR,M,45,GEN,IND,Independent,Camera
77,Makthal,1,8,ASHAMMA JOGU,F,45,SC,IND,Independent,Balloon
77,Makthal,1,9,M. KISTA REDDY,M,38,GEN,IND,Independent,Scissors
77,Makthal,1,10,DEVARI RAJASHEKAR,M,38,GEN,IND,Independent,Bat
77,Makthal,1,11,K. NARENDER,M,33,GEN,IND,Independent,Battery Torch
77,Makthal,1,12,BALAKISTAIAH,M,67,SC,IND,Independent,Basket
77,Makthal,1,13,VIRAT REDDY.P,M,43,GEN,IND,Independent,Harmonium
77,Makthal,1,14,J.SURYANARAYANA,M,62,SC,IND,Independent,Ceiling Fan
78,Wanaparthy,1,1,DR.G.CHINNA REDDY,M,54,GEN,INC,Indian National Congress,Hand
78,Wanaparthy,1,2,JASWANTH REDDY.L,M,52,GEN,BSP,Bahujan Samaj Party,Elephant
78,Wanaparthy,1,3,RAVULA CHANDRA SHEKAR REDDY,M,54,GEN,TDP,Telugu Desam,Bicycle
78,Wanaparthy,1,4,SABBIREDDY VENKAT REDDY,M,47,GEN,BJP,Bharatiya Janata Party,Lotus
78,Wanaparthy,1,5,PURI SURESH SETTY,M,39,GEN,JD(U),Janata Dal (United),Arrow
78,Wanaparthy,1,6,DR.A.BHUPESH KUMAR,M,47,GEN,PRP,Praja Rajyam Party,Railway Engine
78,Wanaparthy,1,7,MODALA RAMA KRISHNA SAGAR,M,39,GEN,PPOI,Pyramid Party of India,Television
78,Wanaparthy,1,8,VITTA PRAVEEN KUMAR REDDY,M,30,GEN,LSP,Lok Satta Party,Whistle
78,Wanaparthy,1,9,SINGI REDDY PARAMESHWAR MADIGA,M,40,SC,TPPP,Trilinga Praja Pragati Party,Coconut
78,Wanaparthy,1,10,AVULA BAHUJANA SATYAM SAGARUDU,M,35,GEN,IND,Independent,Ceiling Fan
78,Wanaparthy,1,11,COM.NAKKA RAMULU YADAV,M,32,GEN,IND,Independent,Road Roller
78,Wanaparthy,1,12,G.MALLIKARJUN RAO,M,48,GEN,IND,Independent,Candles
79,Gadwal,1,1,ARUNA D.K,F,48,GEN,INC,Indian National Congress,Hand
79,Gadwal,1,2,KRISHNA MOHAN REDDY BANDLA,M,41,GEN,TDP,Telugu Desam,Bicycle
79,Gadwal,1,3,PARUMALA KRISHNA,M,41,SC,BSP,Bahujan Samaj Party,Elephant
79,Gadwal,1,4,RAJASHEKAR REDDY,M,39,GEN,BJP,Bharatiya Janata Party,Lotus
79,Gadwal,1,5,GATTU BHEEMUDU,M,57,GEN,PRP,Praja Rajyam Party,Railway Engine
79,Gadwal,1,6,M. MURALI SREENIVASULU,M,37,GEN,LSP,Lok Satta Party,Whistle
79,Gadwal,1,7,S. HEMALATHA BAI,F,30,GEN,PPOI,Pyramid Party of India,Television
79,Gadwal,1,8,ANIL KUMAR,M,29,GEN,IND,Independent,Coconut
79,Gadwal,1,9,ANJANEYULU,M,31,SC,IND,Independent,Banana
79,Gadwal,1,10,T. UMA DEVI,F,36,GEN,IND,Independent,Brief Case
79,Gadwal,1,11,GOPAL REDDY,M,38,GEN,IND,Independent,Road Roller
79,Gadwal,1,12,BUCHANNA,M,52,GEN,IND,Independent,Gas Cylinder
79,Gadwal,1,13,MANDLA MADHUSUDAN BAABU,M,40,GEN,IND,Independent,Almirah
79,Gadwal,1,14,HANUMANTHU,M,28,SC,IND,Independent,Ceiling Fan
80,Alampur,1,1,ABRAHAM.V.M.,M,62,SC,INC,Indian National Congress,Hand
80,Alampur,1,2,INDIRA,F,56,SC,BJP,Bharatiya Janata Party,Lotus
80,Alampur,1,3,GADDAM BALASWAMY,M,39,SC,BSP,Bahujan Samaj Party,Elephant
80,Alampur,1,4,DR.PRASANNA KUMAR. R,M,36,SC,TDP,Telugu Desam,Bicycle
80,Alampur,1,5,T.PRASAD MADIGA,M,37,SC,TPPP,Trilinga Praja Pragati Party,Coconut
80,Alampur,1,6,MADANNA,M,31,SC,PRSHP,Praja Shanthi Party,Ring
80,Alampur,1,7,D.RAJU,M,30,SC,PPOI,Pyramid Party of India,Television
80,Alampur,1,8,SURUPA SHOBHARANI,F,36,SC,PRP,Praja Rajyam Party,Railway Engine
80,Alampur,1,9,B.SWAMULU,M,33,SC,LSP,Lok Satta Party,Whistle
80,Alampur,1,10,SWAMULU,M,26,SC,JMBP,Jai Maha Bharath Party,Kite
80,Alampur,1,11,M.ANJANEYULU,M,50,SC,IND,Independent,Hat
80,Alampur,1,12,KASHANNA,M,55,SC,IND,Independent,Ceiling Fan
80,Alampur,1,13,GANGARAM SEKHAR BUDAGAJANGAM,M,33,SC,IND,Independent,Road Roller
80,Alampur,1,14,V.DHARMA RAJU,M,42,SC,IND,Independent,Almirah
80,Alampur,1,15,BANGI LAXMANNA,M,41,SC,IND,Independent,Banana
80,Alampur,1,16,A.MADDILETY MADIGA,M,46,SC,IND,Independent,Scissors
80,Alampur,1,17,RAVINDER,M,31,SC,IND,Independent,Balloon
80,Alampur,1,18,DR.H.RUKMANTHAIAH,M,32,SC,IND,Independent,Harmonium
80,Alampur,1,19,A.VENKATESHWARLU,M,32,SC,IND,Independent,Gas Cylinder
80,Alampur,1,20,P.SUBBANNA,M,55,SC,IND,Independent,Black Board
81,Nagarkurnool,1,1,KUCHAKULLA DAMODER REDDY,M,61,GEN,INC,Indian National Congress,Hand
81,Nagarkurnool,1,2,JAKKA RAGHUNANDHAN REDDY,M,42,GEN,BJP,Bharatiya Janata Party,Lotus
81,Nagarkurnool,1,3,DASARI SHANTHAKUMAR,M,36,SC,BSP,Bahujan Samaj Party,Elephant
81,Nagarkurnool,1,4,DR. NAGAM JANARDHAN REDDY,M,60,GEN,TDP,Telugu Desam,Bicycle
81,Nagarkurnool,1,5,KANDANOOL RAMAKRISHNA,M,32,GEN,LSP,Lok Satta Party,Whistle
81,Nagarkurnool,1,6,GUNNA SHASHIDHAR REDDY,M,29,GEN,PPOI,Pyramid Party of India,Television
81,Nagarkurnool,1,7,S.K.NOORJAHAN,F,48,GEN,PRP,Praja Rajyam Party,Railway Engine
81,Nagarkurnool,1,8,K.VENKATSWAMY,M,58,SC,BHSASP,Bharatheeya Sadharma Samsthapana Party,Gas Cylinder
81,Nagarkurnool,1,9,VELJALA BASAWAIAH,M,35,SC,GRIP,Great India Party,Road Roller
81,Nagarkurnool,1,10,BONASI KRISHNAIAH,M,35,SC,IND,Independent,Coconut
81,Nagarkurnool,1,11,BONASI RAMCHANDAR,M,32,SC,IND,Independent,Almirah
81,Nagarkurnool,1,12,B.E.VIJAYKUMAR,M,32,GEN,IND,Independent,Kite
81,Nagarkurnool,1,13,SRI HARINATH,M,60,GEN,IND,Independent,Gas Stove
81,Nagarkurnool,1,14,SAMBA PARVATHALU,M,28,GEN,IND,Independent,Banana
82,Achampet,1,1,BEESAMALLA YOSEF,M,36,SC,BSP,Bahujan Samaj Party,Elephant
82,Achampet,1,2,P.RAMULU,M,56,SC,TDP,Telugu Desam,Bicycle
82,Achampet,1,3,DR.C.VAMSHI KRISHNA,M,42,SC,INC,Indian National Congress,Hand
82,Achampet,1,4,GADADASU VENKATESHWARLU,M,37,SC,LSP,Lok Satta Party,Whistle
82,Achampet,1,5,P.MUNEENDRANATH,M,47,SC,PRP,Praja Rajyam Party,Railway Engine
82,Achampet,1,6,Y.VENKATESH,M,34,SC,PPOI,Pyramid Party of India,Television
82,Achampet,1,7,KAVALI VENKATAIAH,M,26,SC,IND,Independent,Gas Cylinder
82,Achampet,1,8,MANDALA SULTHANAMMA,F,36,SC,IND,Independent,Ceiling Fan
83,Kalwakurthi,1,1,ACHARY TALLOJU,M,43,GEN,BJP,Bharatiya Janata Party,Lotus
83,Kalwakurthi,1,2,G.JAYAPAL YADAV,M,53,GEN,TDP,Telugu Desam,Bicycle
83,Kalwakurthi,1,3,BANAVAT RAMULU NAIK,M,39,ST,BSP,Bahujan Samaj Party,Elephant
83,Kalwakurthi,1,4,YEDMA KISTA REDDY,M,60,GEN,INC,Indian National Congress,Hand
83,Kalwakurthi,1,5,GUDURU PRABHAKAR REDDY,M,46,GEN,PPOI,Pyramid Party of India,Television
83,Kalwakurthi,1,6,J.CHITTARANJANDAS,M,58,GEN,PRP,Praja Rajyam Party,Railway Engine
83,Kalwakurthi,1,7,BANDELA RAMCHANDRA REDDY,M,52,GEN,LSP,Lok Satta Party,Whistle
83,Kalwakurthi,1,8,MABBU SAYANNA MADIGA,M,43,SC,IND,Independent,Almirah
84,Shadnagar,1,1,ANJAIAH YELGANAMONI,M,54,GEN,TRS,Telangana Rashtra Samithi,Car
84,Shadnagar,1,2,CHOWLAPALLY PRATAP REDDY,M,52,GEN,INC,Indian National Congress,Hand
84,Shadnagar,1,3,VANAM JHANSI RANI,F,39,GEN,BJP,Bharatiya Janata Party,Lotus
84,Shadnagar,1,4,SAJJALA KASHINATH,M,57,GEN,BSP,Bahujan Samaj Party,Elephant
84,Shadnagar,1,5,P. NARENDAR,M,36,GEN,LSP,Lok Satta Party,Whistle
84,Shadnagar,1,6,PATHLAVATH MITTU NAIK,M,36,ST,PRP,Praja Rajyam Party,Railway Engine
84,Shadnagar,1,7,S.SREENIVASULU,M,42,GEN,PPOI,Pyramid Party of India,Television
84,Shadnagar,1,8,TATTE PALLY RAMULU,M,33,GEN,IND,Independent,Kite
84,Shadnagar,1,9,PATHLAVATH SHAKRU,M,50,ST,IND,Independent,Road Roller
84,Shadnagar,1,10,LINGAIAH SILVER,M,36,SC,IND,Independent,Gas Cylinder
85,Kollapur,1,1,KHAJA PASHA,M,35,GEN,BSP,Bahujan Samaj Party,Elephant
85,Kollapur,1,2,CHINTALAPALLY JAGADEESWAR RAO,M,57,GEN,TDP,Telugu Desam,Bicycle
85,Kollapur,1,3,JUPALLY KRISHNA RAO,M,53,GEN,INC,Indian National Congress,Hand
